covidence;author;year;country;location;latitude;longitude;climate;expe_t;mat;map;map_units;soil;type;ph;om;om_units;oc;oc_units;texture;clay;clay_units;sand;sand_units;ec;ec_units;cec ;cec_units;N;N_units;N_types;P;P_units;P_type;as_s;cd_s;cu_s;pb_s;zn_s;se_s;ni_s;co_s;mn_s;cr_s;hg_s;units_s;n_s;fraction_s;Bioavailable;sp;name;cultivar;p_density;units_density;ba_total;ba_stem;ba_leaf;br;units_b;as_ba;cd_ba;cu_ba;pb_ba;zn_ba;se_ba;ni_ba;co_ba;mn_ba;cr_ba;hg_ba;units_te_ba;n_te_ba;organs_ba;as_br;cd_br;cu_br;pb_br;zn_br;se_br;ni_br;co_br;mn_br;cr_br;hg_br;units_te_br;n_te_br;organs_br;as_ba_1;cd_ba_1;cu_ba_1;pb_ba_1;zn_ba_1;se_ba_1;ni_ba_1;co_ba_1;mn_ba_1;cr_ba_1;hg_ba_1;units_te_ba_1;n_te_ba_1;organs_ba_1;as_ba_2;cd_ba_2;cu_ba_2;pb_ba_2;zn_ba_2;se_ba_2;ni_ba_2;co_ba_2;mn_ba_2;cr_ba_2;hg_ba_2;units_te_ba_2;n_te_ba_2;organs_ba_2;as_ba_3;cd_ba_3;cu_ba_3;pb_ba_3;zn_ba_3;se_ba_3;ni_ba_3;co_ba_3;mn_ba_3;cr_ba_3;hg_ba_3;units_te_ba_3;n_te_ba_3;organs_ba_3;comments
593;Desjardins;2016;Canada;Montreal;-73.563009;45.560002;Humid continental climate;;;;;S2;Brownfield soil;7.5;3.9;%;;;;;;;;;;36.93;meq 100-1;;;;28;kg ha-1;Extractable Mehlich-1;;;20.02;;177;;;;;;;mg kg-1;5;Total;;Tall fescue;Festuca  arundinacea;;;;22.93577661;;;15.92592895;g;;; ; ;0; ;;;;;;mg kg-1;5;shoots;;;279.8634703;;92.15018007;;;;;;;mg kg-1;5;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;Desjardins;2016;Canada;Montreal;-73.563009;45.560002;Humid continental climate;;;;;S1;Brownfield soil;8.3;2.3;%;;;;;;;;;;49.77;meq 100-1;;;;35;kg ha-1;Extractable Mehlich-1;;;47.5;;162.2;;;;;;;mg kg-1;5;Total;;Alfalfa;Medicago sativa;;;;40;;;56.29629658;g;;; ; ;0; ;;;;;;mg kg-1;5;shoots;;;69.62460191;;71.67235215;;;;;;;mg kg-1;5;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;Desjardins;2016;Canada;Montreal;-73.563009;45.560002;Humid continental climate;;;;;S2;Brownfield soil;7.5;3.9;%;;;;;;;;;;36.93;meq 100-1;;;;28;kg ha-1;Extractable Mehlich-1;;;20.02;;177;;;;;;;mg kg-1;5;Total;;Alfalfa;Medicago sativa;;;;45.32110297;;;44.2592587;g;;; ; ;0; ;;;;;;mg kg-1;5;shoots;;;36.86007724;;78.49830347;;;;;;;mg kg-1;5;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;Desjardins;2016;Canada;Montreal;-73.563009;45.560002;Humid continental climate;;;;;S1;Brownfield soil;8.3;2.3;%;;;;;;;;;;49.77;meq 100-1;;;;35;kg ha-1;Extractable Mehlich-1;;;47.5;;162.2;;;;;;;mg kg-1;5;Total;;Miyabe willow;Salix miyabeana;;;;35.5431476;;;4.550367458;g;;; ; ;117.6257121; ;;;;;;mg kg-1;5;shoots;;;62.26133754;;85.98570071;;;;;;;mg kg-1;5;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;Desjardins;2016;Canada;Montreal;-73.563009;45.560002;Humid continental climate;;;;;S2;Brownfield soil;7.5;3.9;%;;;;;;;;;;36.93;meq 100-1;;;;28;kg ha-1;Extractable Mehlich-1;;;20.02;;177;;;;;;;mg kg-1;5;Total;;Miyabe willow;Salix miyabeana;;;;28.94990181;;;4.633722788;g;;; ; ;121.4599659; ;;;;;;mg kg-1;5;shoots;;;40.19812841;;107.4721264;;;;;;;mg kg-1;5;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8790;Duares;2015;Portugal;Iberian Pyrite Belt;;;Hot summer Mediterranean;;;;;Iberian Pyrite Belt mining;Ore and gang minerals;3.25;;;;;;;;;;;;;;;;;0.04;mg kg-1;Total;;;734.5;4600;826;;;;335;;;mg kg-1;3;Total;;Rock rose;Cistus ladanifer;;;;;;;;;;;39.5;37;413.5; ;;;1925;;;mg kg-1;3;leaves;;;60;37;116;;;;642.5;;;mg kg-1;3;roots;;;34.5;12;135.5;;;;500.5;;;mg kg-1;3;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8790;Duares;2015;Portugal;Iberian Pyrite Belt;;;Hot summer Mediterranean;;;;;Iberian Pyrite Belt mining ;Ore and gang minerals;3.9;;;;;;;;;;;;;;;;;0.03;mg kg-1;Total;;;987.5;27631;910;;;;173.5;;;mg kg-1;7;Total;;Andalusian Heath;Erica andevalensis;;;;;;;;;;;16.5;139.5;351; ;;;1047;;;mg kg-1;7;leaves;;;345;362;318.5;;;;583.5;;;mg kg-1;7;roots;;;88.5;158.5;217;;;;809;;;mg kg-1;7;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8790;Duares;2015;Morocco;Tighza and Zeida mines;;;Hot summer Mediterranean;;;;;Morocco mining;Ore and gang minerals;7.4;;;;;;;;;;;;;;;;;0.12;mg kg-1;Total;;;195;28847;5581;;;;17770;;;mg kg-1;1;Total;;Oleander;Nerium oleander;;;;;;;;;;;7;94;146; ;;;265;;;mg kg-1;1;leaves;;;240;670;386;;;;282;;;mg kg-1;1;roots;;;5;76;152;;;;219;;;mg kg-1;1;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8790;Duares;2015;Morocco;Tighza and Zeida mines;;;Hot summer Mediterranean;;;;;Morocco mining;Ore and gang minerals;nd;;;;;;;;;;;;;;;;;0;mg kg-1;Total;;;nd;nd;nd;;;;nd;;;mg kg-1;2;Total;;Woad;Isatis tinctoria;;;;;;;;;;;4;38;232; ;;;8;;;mg kg-1;2;stems;;;3;189;13;;;;;;;mg kg-1;2;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8790;Duares;2015;Morocco;Tighza and Zeida mines;;;Hot summer Mediterranean;;;;;Morocco mining;Ore and gang minerals;8.2;;;;;;;;;;;;;;;;;0.05;mg kg-1;Total;;;50;4862;93;;;;528;;;mg kg-1;1;Total;;Rosemary;Rosmarinus officinalis;;;;;;;;;;;12;40;29; ;;;44;;;mg kg-1;1;stems;;;21;195;37;;;;59;;;mg kg-1;1;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8790;Duares;2015;Morocco;Tighza and Zeida mines;;;Hot summer Mediterranean;;;;;Morocco mining;Ore and gang minerals;8.4;;;;;;;;;;;;;;;;;0.04;mg kg-1;Total;;;54;5156;107;;;;446;;;mg kg-1;2;Total;;Bermuda grass;Cynodon dactylon;;;;;;;;;;;26;845;130; ;;;113;;;mg kg-1;2;whole sample (leaves+stems+roots);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8790;Duares;2015;Morocco;Tighza and Zeida mines;;;Hot summer Mediterranean;;;;;Morocco mining;Ore and gang minerals;7.6;;;;;;;;;;;;;;;;;0.04;mg kg-1;Total;;;73;4281;88;;;;422;;;mg kg-1;2;Total;;Wall barley;Hordeum murinum;;;;;;;;;;;30;1.252;149; ;;;103;;;mg kg-1;2;whole sample (leaves+stems+roots);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R1W1 L;Forest litter;5.3;;;;;Silty loam;;;;;0.04;dSm-1;;;;;;;;;;14;2798;1768;1005;;;;6.4;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;2.3;;;;mg plant-1;;0.27;14;2.5;49; ;;;33;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R1W2 L;Forest litter;4.8;;;;;Silty loam;;;;;0.03;dSm-1;;;;;;;;;;18;3790;2401;1248;;;;4.3;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;0.86;;;;mg plant-1;;1.3;39;12;81; ;;;34;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R1W3 L;Forest litter;5.1;;;;;Silty loam;;;;;0.08;dSm-1;;;;;;;;;;38;3507;3195;2153;;;;18;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;2.3;;;;mg plant-1;;0.87;14;3.1;129; ;;;75;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R2W1 L;Forest litter;5.3;;;;;Silty loam;;;;;0.065;dSm-1;;;;;;;;;;17;4313;2534;1387;;;;11;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;1.7;;;;mg plant-1;;0.5;32;8.4;61; ;;;36;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R2W2 L;Forest litter;4.8;;;;;Silty loam;;;;;0.05;dSm-1;;;;;;;;;;32;4935;5100;1799;;;;5.6;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;1;;;;mg plant-1;;2.4;69;27;231; ;;;226;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R2W3 L;Forest litter;5.6;;;;;Silty loam;;;;;0.07;dSm-1;;;;;;;;;;72;4423;5255;3046;;;;5.6;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;2.7;;;;mg plant-1;;1.7;21;5.7;141; ;;;23;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R6W1 L;Forest litter;5.1;;;;;Silty loam;;;;;0.095;dSm-1;;;;;;;;;;10;533;514;1134;;;;8.9;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;4.9;;;;mg plant-1;;0.65;8.8;0.64;146; ;;;143;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R6W2 L;Forest litter;5.8;;;;;Silty loam;;;;;0.095;dSm-1;;;;;;;;;;19;2199;1191;1326;;;;9.3;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;5.6;;;;mg plant-1;;0.5;9.6;0.5;78; ;;;75;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R6W3 L;Forest litter;5.3;;;;;Silty loam;;;;;0.225;dSm-1;;;;;;;;;;19;1956;928;993;;;;16;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;6;;;;mg plant-1;;0.51;7.6;0.56;105; ;;;93;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R30W2 L;Forest litter;5.5;;;;;Silty loam;;;;;0.08;dSm-1;;;;;;;;;;2.2;82;84;173;;;;4.9;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;8.1;;;;mg plant-1;;0.17;9.1;0.35;59; ;;;35;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R30W3 L;Forest litter;5.5;;;;;Silty loam;;;;;0.135;dSm-1;;;;;;;;;;2.7;61;73;206;;;;5.2;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;8.6;;;;mg plant-1;;0.15;3;0.35;45; ;;;57;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R33W1 L;Forest litter;6.1;;;;;Silty loam;;;;;0.05;dSm-1;;;;;;;;;;1.6;53;47;136;;;;8;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;9.1;;;;mg plant-1;;0.1;3.4;0.28;34; ;;;37;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R33W2 L;Forest litter;5.9;;;;;Silty loam;;;;;0.085;dSm-1;;;;;;;;;;1.9;64;89;275;;;;4.3;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;8.8;;;;mg plant-1;;0.15;8.5;0.45;38; ;;;79;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R33W3 L;Forest litter;5.9;;;;;Silty loam;;;;;0.085;dSm-1;;;;;;;;;;1.5;56;72;182;;;;9.8;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;7.8;;;;mg plant-1;;0.13;11;0.46;56; ;;;67;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R1W1 S;Mineral soil;5.1;;;;;Silty loam;;;;;0.04;dSm-1;;;;;;;;;;3.1;645;76;207;;;;5.3;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;2;;;;mg plant-1;;0.37;26;1.8;48; ;;;42;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R1W2 S;Mineral soil;4.8;;;;;Silty loam;;;;;0.035;dSm-1;;;;;;;;;;3.3;798;227;245;;;;10;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;0.65;;;;mg plant-1;;2.1;79;5.2;125; ;;;112;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R1W3 S;Mineral soil;4.9;;;;;Silty loam;;;;;0.045;dSm-1;;;;;;;;;;5.1;1009;376;363;;;;14;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;1.1;;;;mg plant-1;;0.51;26;1.7;49; ;;;74;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R2W1 S;Mineral soil;4.8;;;;;Silty loam;;;;;0.045;dSm-1;;;;;;;;;;4.9;776;35;212;;;;30;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;0.78;;;;mg plant-1;;2.2;55;5.9;94; ;;;137;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R2W2 S;Mineral soil;5.2;;;;;Silty loam;;;;;0.05;dSm-1;;;;;;;;;;7.7;1364;164;323;;;;15;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;0.63;;;;mg plant-1;;1;68;4.8;101; ;;;127;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R2W3 S;Mineral soil;5.1;;;;;Silty loam;;;;;0.035;dSm-1;;;;;;;;;;5.5;1434;143;383;;;;5.3;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;0.9;;;;mg plant-1;;1.7;51;4.9;108; ;;;111;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R6W1 S;Mineral soil;5.5;;;;;Silty loam;;;;;0.03;dSm-1;;;;;;;;;;2.6;192;17;193;;;;24;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;5.6;;;;mg plant-1;;0.39;13;0.36;138; ;;;161;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R6W2 S;Mineral soil;5.1;;;;;Silty loam;;;;;0.075;dSm-1;;;;;;;;;;2.2;150;34;259;;;;32;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;6.4;;;;mg plant-1;;0.41;18;0.38;129; ;;;313;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R6W3 S;Mineral soil;5;;;;;Silty loam;;;;;0.035;dSm-1;;;;;;;;;;4;305;77;403;;;;18;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;6.1;;;;mg plant-1;;0.31;10;0.28;106; ;;;196;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R30W1 S;Mineral soil;5.4;;;;;Silty loam;;;;;0.05;dSm-1;;;;;;;;;;0.73;48;28;110;;;;6.5;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;6;;;;mg plant-1;;0.1;5.9;0.4;23; ;;;49;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R30W2 S;Mineral soil;5;;;;;Silty loam;;;;;0.05;dSm-1;;;;;;;;;;0.45;32;23;86;;;;19;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;4.2;;;;mg plant-1;;0.15;22;0.57;54; ;;;113;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R30W3 S;Mineral soil;5.4;;;;;Silty loam;;;;;0.05;dSm-1;;;;;;;;;;0.64;36;24;77;;;;17;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;4.2;;;;mg plant-1;;0.13;6.3;0.43;44; ;;;52;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R33W1 S;Mineral soil;5;;;;;Silty loam;;;;;0.045;dSm-1;;;;;;;;;;0.47;34;25;99;;;;22;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;4.9;;;;mg plant-1;;0.11;7.6;0.35;27; ;;;67;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R33W2 S;Mineral soil;5;;;;;Silty loam;;;;;0.03;dSm-1;;;;;;;;;;0.92;30;20;120;;;;18;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;3.6;;;;mg plant-1;;0.22;13;0.52;42; ;;;170;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Dubrovina;2021;Russia;Revda;"56°51′0.8""N";"59°54′25.6""E";Subartic;;;;;R33W3 S;Mineral soil;4.7;;;;;Silty loam;;;;;0.04;dSm-1;;;;;;;;;;0.46;34;20;73;;;;13;;;mg kg-1;3;Total;;Ryegrass;Lolium perenne;;;;5.2;;;;mg plant-1;;0.1;9.2;0.33;31; ;;;56;;;mg kg-1;4;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Dumbrava;2015;Romania;Constanta;;;Humid subtropical;;;;;S1 ;Calcareous black soil;7.9;0.12;g.O2.kg-1;;;;;;;;0.031;dSm-1;;;;;;;;;;;22.41;;;;;;;;;mg kg-1;3;Total;Bioavailable CaCl2;White mustard;Sinapis alba;;;;;;;;;;;42.57; ; ; ;;;;;;mg kg-1;3;leaves;;;28.59;;;;;;;;;mg kg-1;3;roots;;;19.5;;;;;;;;;mg kg-1;3;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Dumbrava;2015;Romania;Constanta;;;Humid subtropical;;;;;S2;Calcareous black soil;7.9;0.12;g.O2.kg-1;;;;;;;;0.031;dSm-1;;;;;;;;;;;258.83;;;;;;;;;mg kg-1;3;Total;Bioavailable CaCl2;White mustard;Sinapis alba;;;;;;;;;;;2585.54; ; ; ;;;;;;mg kg-1;3;leaves;;;153.06;;;;;;;;;mg kg-1;3;roots;;;405.72;;;;;;;;;mg kg-1;3;stem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5829;El Aloui;2021;Morocco;Marrakech;"31°42'39""N";"8°08'09""W";Mediterranean;;35;350;mm;Draa Sfar mine;Shale soil;7.7;3.02;%;;;;;;;;15;mS/cm;;;0.43;mg/g;Total;20.77;mg kg;Assimilable;;;216.36;343.92;602.55;;;;;;;mg kg-1;3;Total;;Buttonbush;Sarcoconia fruticosa;;;;;;;;;;;94.11057692;1.347715736;7.85364861; ;;;;;;mg kg-1;3;shoots;;;35.82167832;0.769281153;0.526230109;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5829;El Aloui;2021;Morocco;Marrakech;"31°42'39""N";"8°08'09""W";Mediterranean;;35;350;mm;Draa Sfar mine;Shale soil;7.7;3.02;%;;;;;;;;15;mS/cm;;;0.43;mg/g;Total;20.77;mg kg;Assimilable;;;216.36;343.92;602.55;;;;;;;mg kg-1;3;Total;;Corymbose Sea-heath;Frankenia corymbosa;;;;;;;;;;;99.65690559;14.12190928;10.07358268; ;;;;;;mg kg-1;3;shoots;;;3.500874126;0.95153103;2.529811566;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5829;El Aloui;2021;Morocco;Marrakech;"31°42'39""N";"8°08'09""W";Mediterranean;;35;350;mm;Draa Sfar mine;Shale soil;7.7;3.02;%;;;;;;;;15;mS/cm;;;0.43;mg/g;Total;20.77;mg kg;Assimilable;;;216.36;343.92;602.55;;;;;;;mg kg-1;3;Total;;Sea Blite;Suaeda vera;;;;;;;;;;;141.6520979;8.217209759;1.400675593; ;;;;;;mg kg-1;3;shoots;;;48.90297203;4.677583101;1.08615848;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5829;El Aloui;2021;Morocco;Marrakech;"31°42'39""N";"8°08'09""W";Mediterranean;;35;350;mm;Draa Sfar mine;Shale soil;7.7;3.02;%;;;;;;;;15;mS/cm;;;0.43;mg/g;Total;20.77;mg kg;Assimilable;;;216.36;343.92;602.55;;;;;;;mg kg-1;3;Total;;Sea orache;Atriplex halimus;;;;;;;;;;;53.76748252;5.515146553;14.37987872; ;;;;;;mg kg-1;3;shoots;;;38.23863636;6.069756018;0.632941272;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5829;El Aloui;2021;Morocco;Marrakech;"32°52'00""N";"8°9'00""W";Mediterranean;;35;350;mm;Kettara mine;Pyrrhotite ore mine;2.6;1.95;%;;;;;;;;9.5;mS/cm;;;0.32;mg/g;Total;0;;Assimilable;;;964.05;110.62;519.6;;;;;;;mg kg-1;3;Total;;Hoary mustard;Hirschfeldia incana;;;;;;;;;;;21.5362657;nd;9.580535306; ;;;;;;mg kg-1;3;shoots;;;12.90743155;0.424030202;nd;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5829;El Aloui;2021;Morocco;Marrakech;"32°52'00""N";"8°9'00""W";Mediterranean;;35;350;mm;Kettara mine;Pyrrhotite ore mine;2.6;1.95;%;;;;;;;;9.5;mS/cm;;;0.32;mg/g;Total;0;;Assimilable;;;964.05;110.62;519.6;;;;;;;mg kg-1;3;Total;;Canary Island Stonecrop;Aizoon canariense;;;;;;;;;;;39.84711453;8.307614574;269.8018245; ;;;;;;mg kg-1;3;shoots;;;21.71083511;nd;9.724140761;;;;;;;mg kg-1;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
